Date,Open,High,Low,Close,Volume
2018-02-11 22:00:00-05:00,1.22512,1.22978,1.22352,1.22912,53579
2018-02-12 22:00:00-05:00,1.22912,1.23711,1.22844,1.23521,55988
2018-02-13 22:00:00-05:00,1.23521,1.24654,1.2276,1.24505,93162
2018-02-14 22:00:00-05:00,1.24505,1.25108,1.24483,1.25066,76999
2018-02-15 22:00:00-05:00,1.25066,1.2556,1.23936,1.24097,76751
2018-02-18 22:00:00-05:00,1.24097,1.24354,1.23691,1.24074,48999
2018-02-19 22:00:00-05:00,1.24074,1.24123,1.23197,1.23372,63494
2018-02-20 22:00:00-05:00,1.23372,1.236,1.22812,1.22854,81535
2018-02-21 22:00:00-05:00,1.22854,1.23524,1.22596,1.23314,63036
2018-02-22 22:00:00-05:00,1.23314,1.23376,1.228,1.22957,48786
2018-02-25 22:00:00-05:00,1.22957,1.2355,1.22776,1.23176,51392
2018-02-26 22:00:00-05:00,1.23176,1.23464,1.22218,1.22333,68726
2018-02-27 22:00:00-05:00,1.22333,1.22415,1.21874,1.21946,58761
2018-02-28 22:00:00-05:00,1.21946,1.22736,1.21542,1.22666,77199
2018-03-01 22:00:00-05:00,1.22666,1.2336,1.22514,1.23183,68139
2018-03-04 22:00:00-05:00,1.23183,1.23656,1.22689,1.23358,70397
2018-03-05 22:00:00-05:00,1.23358,1.24205,1.23284,1.2405,60303
2018-03-06 22:00:00-05:00,1.2405,1.24464,1.23849,1.24114,66027
2018-03-07 22:00:00-05:00,1.24114,1.24465,1.22978,1.23122,79137
2018-03-08 22:00:00-05:00,1.23122,1.23346,1.22728,1.23059,64098
2018-03-11 21:00:00-05:00,1.23059,1.23456,1.22904,1.23347,37231
2018-03-12 21:00:00-05:00,1.23347,1.24075,1.23146,1.23904,56176
2018-03-13 21:00:00-05:00,1.23904,1.24126,1.23471,1.23678,47824
2018-03-14 21:00:00-05:00,1.23678,1.2384,1.23002,1.23048,45401
2018-03-15 21:00:00-05:00,1.23048,1.23362,1.22604,1.22895,40632
2018-03-18 21:00:00-05:00,1.22895,1.2359,1.2258,1.23354,50420
2018-03-19 21:00:00-05:00,1.23354,1.23546,1.22398,1.22412,45948
2018-03-20 21:00:00-05:00,1.22412,1.23498,1.22405,1.23376,75552
2018-03-21 21:00:00-05:00,1.23376,1.23884,1.22853,1.23013,66038
2018-03-22 21:00:00-05:00,1.23013,1.23738,1.22999,1.23524,56603
2018-03-25 21:00:00-05:00,1.23524,1.24616,1.235,1.24451,45028
2018-03-26 21:00:00-05:00,1.24451,1.24767,1.23722,1.24028,50930
2018-03-27 21:00:00-05:00,1.24028,1.24218,1.22999,1.23079,53275
2018-03-28 21:00:00-05:00,1.23079,1.23366,1.22842,1.22998,46145
2018-03-29 21:00:00-05:00,1.22998,1.23312,1.22904,1.23241,21400
2018-04-01 21:00:00-05:00,1.23241,1.2345,1.22814,1.2302,26660
2018-04-02 21:00:00-05:00,1.2302,1.23362,1.22534,1.22706,43925
2018-04-03 21:00:00-05:00,1.22706,1.23148,1.22569,1.22777,42892
2018-04-04 21:00:00-05:00,1.22777,1.22902,1.22184,1.22398,39823
2018-04-05 21:00:00-05:00,1.22398,1.22912,1.22149,1.22811,60781
2018-04-08 21:00:00-05:00,1.22811,1.23311,1.22604,1.23209,46133
2018-04-09 21:00:00-05:00,1.23209,1.23776,1.23027,1.2356,54193
2018-04-10 21:00:00-05:00,1.2356,1.23976,1.2347,1.23674,46190
2018-04-11 21:00:00-05:00,1.23674,1.23799,1.22991,1.2326,49137
2018-04-12 21:00:00-05:00,1.2326,1.23462,1.2307,1.23306,37690
2018-04-15 21:00:00-05:00,1.23306,1.23948,1.2324,1.23792,35426
2018-04-16 21:00:00-05:00,1.23792,1.2414,1.23362,1.23698,37050
2018-04-17 21:00:00-05:00,1.23698,1.23973,1.23416,1.23742,43255
2018-04-18 21:00:00-05:00,1.23742,1.24004,1.23292,1.23451,47499
2018-04-19 21:00:00-05:00,1.23451,1.23528,1.22498,1.22884,44915
2018-04-22 21:00:00-05:00,1.22884,1.22896,1.21975,1.22083,43453
2018-04-23 21:00:00-05:00,1.22083,1.22449,1.21817,1.2233,47020
2018-04-24 21:00:00-05:00,1.2233,1.22388,1.21604,1.21608,41689
2018-04-25 21:00:00-05:00,1.21608,1.22101,1.20965,1.21032,65983
2018-04-26 21:00:00-05:00,1.21032,1.2133,1.20556,1.21303,48798
2018-04-29 21:00:00-05:00,1.21303,1.2139,1.20646,1.2079,45831
2018-04-30 21:00:00-05:00,1.2079,1.20842,1.19812,1.1992,41295
2018-05-01 21:00:00-05:00,1.1992,1.2032,1.19376,1.19506,70551
2018-05-02 21:00:00-05:00,1.19506,1.20089,1.19474,1.19889,63454
2018-05-03 21:00:00-05:00,1.19889,1.19956,1.19102,1.19619,55412
2018-05-06 21:00:00-05:00,1.19619,1.19782,1.18972,1.19228,36386
2018-05-07 21:00:00-05:00,1.19228,1.19391,1.1838,1.18644,57703
2018-05-08 21:00:00-05:00,1.18644,1.1897,1.18224,1.18512,50014
2018-05-09 21:00:00-05:00,1.18512,1.19466,1.18432,1.19156,67964
2018-05-10 21:00:00-05:00,1.19156,1.19682,1.18912,1.1941,45179
2018-05-13 21:00:00-05:00,1.1941,1.19964,1.1926,1.19266,40490
2018-05-14 21:00:00-05:00,1.19266,1.19387,1.18202,1.18374,60566
2018-05-15 21:00:00-05:00,1.18374,1.18542,1.17632,1.1808,71967
2018-05-16 21:00:00-05:00,1.1808,1.18376,1.17763,1.17941,61176
2018-05-17 21:00:00-05:00,1.17941,1.18222,1.17499,1.17694,46549
2018-05-20 21:00:00-05:00,1.17694,1.17958,1.17164,1.17912,42299
2018-05-21 21:00:00-05:00,1.17912,1.18301,1.17566,1.17779,51881
2018-05-22 21:00:00-05:00,1.17779,1.17897,1.16756,1.16972,81175
2018-05-23 21:00:00-05:00,1.16972,1.17506,1.16905,1.17194,66651
2018-05-24 21:00:00-05:00,1.17194,1.17339,1.16453,1.1649,64344
2018-05-27 21:00:00-05:00,1.1649,1.17288,1.16074,1.16239,53511
2018-05-28 21:00:00-05:00,1.16239,1.16397,1.151,1.15386,90807
2018-05-29 21:00:00-05:00,1.15386,1.16766,1.15184,1.16642,92402
2018-05-30 21:00:00-05:00,1.16642,1.17244,1.1641,1.16941,83092
2018-05-31 21:00:00-05:00,1.16941,1.17182,1.16174,1.16591,81158
2018-06-03 21:00:00-05:00,1.16591,1.17446,1.16591,1.16986,54201
2018-06-04 21:00:00-05:00,1.16986,1.17324,1.16525,1.17184,60668
2018-06-05 21:00:00-05:00,1.17184,1.17959,1.17124,1.17744,57923
2018-06-06 21:00:00-05:00,1.17744,1.18399,1.17727,1.1799,62212
2018-06-07 21:00:00-05:00,1.1799,1.18104,1.1727,1.1769,57780
2018-06-10 21:00:00-05:00,1.1769,1.18204,1.1769,1.17845,43072
2018-06-11 21:00:00-05:00,1.17845,1.18089,1.17332,1.17436,56915
2018-06-12 21:00:00-05:00,1.17436,1.18011,1.17254,1.1793,63126
2018-06-13 21:00:00-05:00,1.1793,1.18518,1.15627,1.15677,89311
2018-06-14 21:00:00-05:00,1.15677,1.16272,1.15431,1.16089,69625
2018-06-17 21:00:00-05:00,1.16089,1.16246,1.15654,1.16232,43908
2018-06-18 21:00:00-05:00,1.16232,1.16446,1.1531,1.15916,75009
2018-06-19 21:00:00-05:00,1.15916,1.16003,1.15356,1.15761,60759
2018-06-20 21:00:00-05:00,1.15761,1.16338,1.1508,1.16028,84865
2018-06-21 21:00:00-05:00,1.16028,1.16754,1.16004,1.16574,76671
2018-06-24 21:00:00-05:00,1.16574,1.17134,1.16284,1.17037,65830
2018-06-25 21:00:00-05:00,1.17037,1.17212,1.16348,1.16465,71193
2018-06-26 21:00:00-05:00,1.16465,1.1672,1.15403,1.15542,75596
2018-06-27 21:00:00-05:00,1.15542,1.1601,1.15272,1.1569,80665
2018-06-28 21:00:00-05:00,1.1569,1.16904,1.15584,1.16847,99816
2018-07-01 21:00:00-05:00,1.16847,1.16918,1.15914,1.16392,56859
2018-07-02 21:00:00-05:00,1.16392,1.1673,1.16205,1.1659,50716
2018-07-03 21:00:00-05:00,1.1659,1.16818,1.16304,1.1656,47730
2018-07-04 21:00:00-05:00,1.1656,1.17202,1.165,1.16918,56477
2018-07-05 21:00:00-05:00,1.16918,1.17684,1.16798,1.17457,53246
2018-07-08 21:00:00-05:00,1.17457,1.17908,1.17326,1.17509,48280
2018-07-09 21:00:00-05:00,1.17509,1.17628,1.16904,1.17444,44005
2018-07-10 21:00:00-05:00,1.17444,1.17588,1.16656,1.16743,66462
2018-07-11 21:00:00-05:00,1.16743,1.16962,1.16496,1.16719,56354
2018-07-12 21:00:00-05:00,1.16719,1.16873,1.16128,1.16858,51209
2018-07-15 21:00:00-05:00,1.16858,1.17256,1.16758,1.17112,44882
2018-07-16 21:00:00-05:00,1.17112,1.17448,1.16494,1.16618,52923
2018-07-17 21:00:00-05:00,1.16618,1.16652,1.16018,1.16392,52562
2018-07-18 21:00:00-05:00,1.16392,1.16789,1.15748,1.16418,80187
2018-07-19 21:00:00-05:00,1.16418,1.17386,1.16264,1.17227,88988
2018-07-22 21:00:00-05:00,1.17227,1.17514,1.16836,1.1691,50640
2018-07-23 21:00:00-05:00,1.1691,1.17168,1.16546,1.16831,56073
2018-07-24 21:00:00-05:00,1.16831,1.17388,1.16642,1.17297,60380
2018-07-25 21:00:00-05:00,1.17297,1.17438,1.16403,1.16416,60116
2018-07-26 21:00:00-05:00,1.16416,1.16644,1.16204,1.16568,45995
2018-07-29 21:00:00-05:00,1.16568,1.17188,1.16484,1.17053,32520
2018-07-30 21:00:00-05:00,1.17053,1.17462,1.16844,1.16908,48742
2018-07-31 21:00:00-05:00,1.16908,1.16996,1.16574,1.16592,46203
2018-08-01 21:00:00-05:00,1.16592,1.16676,1.15816,1.15844,43238
2018-08-02 21:00:00-05:00,1.15844,1.16109,1.15596,1.15674,51501
2018-08-05 21:00:00-05:00,1.15674,1.1572,1.15298,1.15527,31761
2018-08-06 21:00:00-05:00,1.15527,1.16084,1.155,1.15982,34180
2018-08-07 21:00:00-05:00,1.15982,1.1628,1.15732,1.16104,33812
2018-08-08 21:00:00-05:00,1.16104,1.16192,1.15256,1.15263,36446
2018-08-09 21:00:00-05:00,1.15263,1.15368,1.13882,1.14119,94064
2018-08-12 21:00:00-05:00,1.14119,1.14328,1.13652,1.14094,75061
2018-08-13 21:00:00-05:00,1.14094,1.14294,1.133,1.13436,54349
2018-08-14 21:00:00-05:00,1.13436,1.13554,1.1301,1.13462,57188
2018-08-15 21:00:00-05:00,1.13462,1.14091,1.13358,1.13762,61294
2018-08-16 21:00:00-05:00,1.13762,1.1445,1.13666,1.14376,50295
2018-08-19 21:00:00-05:00,1.14376,1.14853,1.13946,1.14825,38513
2018-08-20 21:00:00-05:00,1.14825,1.16015,1.1481,1.15707,58070
2018-08-21 21:00:00-05:00,1.15707,1.1623,1.15532,1.15964,49474
2018-08-22 21:00:00-05:00,1.15964,1.16002,1.15299,1.15416,49313
2018-08-23 21:00:00-05:00,1.15416,1.16402,1.15346,1.1622,52689
2018-08-26 21:00:00-05:00,1.1622,1.1694,1.15947,1.16783,41573
2018-08-27 21:00:00-05:00,1.16783,1.17337,1.16623,1.16948,46904
2018-08-28 21:00:00-05:00,1.16948,1.17098,1.16521,1.17074,52113
2018-08-29 21:00:00-05:00,1.17074,1.17185,1.16416,1.16682,51517
2018-08-30 21:00:00-05:00,1.16682,1.16912,1.15844,1.16019,64060
2018-09-02 21:00:00-05:00,1.16019,1.16279,1.15894,1.16204,34705
2018-09-03 21:00:00-05:00,1.16204,1.16214,1.15302,1.1583,46399
2018-09-04 21:00:00-05:00,1.1583,1.1641,1.15432,1.16308,55753
2018-09-05 21:00:00-05:00,1.16308,1.16594,1.16054,1.16234,51070
2018-09-06 21:00:00-05:00,1.16234,1.16496,1.15505,1.15521,62733
2018-09-09 21:00:00-05:00,1.15521,1.16164,1.1526,1.15938,36646
2018-09-10 21:00:00-05:00,1.15938,1.1644,1.15656,1.16044,41155
2018-09-11 21:00:00-05:00,1.16044,1.165,1.15702,1.1627,45271
2018-09-12 21:00:00-05:00,1.1627,1.17012,1.1609,1.16901,45321
2018-09-13 21:00:00-05:00,1.16901,1.17218,1.16207,1.1625,43526
2018-09-16 21:00:00-05:00,1.1625,1.1698,1.16178,1.16838,31421
2018-09-17 21:00:00-05:00,1.16838,1.17248,1.1652,1.16676,50868
2018-09-18 21:00:00-05:00,1.16676,1.17152,1.165,1.16718,44841
2018-09-19 21:00:00-05:00,1.16718,1.17846,1.16688,1.17776,54279
2018-09-20 21:00:00-05:00,1.17776,1.1803,1.17331,1.17482,48982
2018-09-23 21:00:00-05:00,1.17482,1.18151,1.1724,1.1747,40595
2018-09-24 21:00:00-05:00,1.1747,1.17926,1.17308,1.17666,41864
2018-09-25 21:00:00-05:00,1.17666,1.17976,1.17258,1.17409,57517
2018-09-26 21:00:00-05:00,1.17409,1.17572,1.1639,1.1641,61026
2018-09-27 21:00:00-05:00,1.1641,1.16514,1.15698,1.16027,50533
2018-09-30 21:00:00-05:00,1.16027,1.16253,1.15634,1.1578,41330
2018-10-01 21:00:00-05:00,1.1578,1.15808,1.15052,1.15493,46326
2018-10-02 21:00:00-05:00,1.15493,1.1594,1.1464,1.14786,63248
2018-10-03 21:00:00-05:00,1.14786,1.1543,1.14636,1.15141,54718
2018-10-04 21:00:00-05:00,1.15141,1.15502,1.14838,1.15221,58505
2018-10-07 21:00:00-05:00,1.15221,1.15298,1.146,1.14916,37216
2018-10-08 21:00:00-05:00,1.14916,1.15035,1.14322,1.1492,57076
2018-10-09 21:00:00-05:00,1.1492,1.15451,1.14798,1.1521,55116
2018-10-10 21:00:00-05:00,1.1521,1.15996,1.15201,1.15936,84171
2018-10-11 21:00:00-05:00,1.15936,1.16106,1.15344,1.15597,54772
2018-10-14 21:00:00-05:00,1.15597,1.16064,1.15397,1.15788,44618
2018-10-15 21:00:00-05:00,1.15788,1.16216,1.15658,1.15747,44825
2018-10-16 21:00:00-05:00,1.15747,1.15802,1.14962,1.15,53878
2018-10-17 21:00:00-05:00,1.15,1.15272,1.14496,1.14526,59044
2018-10-18 21:00:00-05:00,1.14526,1.15348,1.14332,1.15142,62675
2018-10-21 21:00:00-05:00,1.15142,1.15503,1.14558,1.14647,47072
2018-10-22 21:00:00-05:00,1.14647,1.14898,1.14396,1.14721,55514
2018-10-23 21:00:00-05:00,1.14721,1.1477,1.13786,1.13914,64946
2018-10-24 21:00:00-05:00,1.13914,1.14328,1.13561,1.13748,60657
2018-10-25 21:00:00-05:00,1.13748,1.14208,1.13357,1.14033,62251
2018-10-28 21:00:00-05:00,1.14033,1.14165,1.13607,1.13732,53323
2018-10-29 21:00:00-05:00,1.13732,1.13878,1.13404,1.13452,47796
2018-10-30 21:00:00-05:00,1.13452,1.13604,1.1302,1.13117,56138
2018-10-31 21:00:00-05:00,1.13117,1.14244,1.13078,1.14088,58126
2018-11-01 21:00:00-05:00,1.14088,1.14562,1.1372,1.13875,66612
2018-11-04 22:00:00-05:00,1.13875,1.14242,1.13534,1.14066,45338
2018-11-05 22:00:00-05:00,1.14066,1.14381,1.13916,1.14268,43197
2018-11-06 22:00:00-05:00,1.14268,1.15004,1.13951,1.14254,84820
2018-11-07 22:00:00-05:00,1.14254,1.1447,1.13515,1.13631,60403
2018-11-08 22:00:00-05:00,1.13631,1.13694,1.1316,1.13371,58738
2018-11-11 22:00:00-05:00,1.13371,1.13371,1.12155,1.12173,56937
2018-11-12 22:00:00-05:00,1.12173,1.1294,1.12164,1.12907,66773
2018-11-13 22:00:00-05:00,1.12907,1.1348,1.12632,1.13094,88609
2018-11-14 22:00:00-05:00,1.13094,1.13627,1.12706,1.13288,88462
2018-11-15 22:00:00-05:00,1.13288,1.14207,1.13216,1.14184,63116
2018-11-18 22:00:00-05:00,1.14184,1.14649,1.1394,1.14526,42887
2018-11-19 22:00:00-05:00,1.14526,1.14722,1.13586,1.13705,53042
2018-11-20 22:00:00-05:00,1.13705,1.14251,1.13654,1.13852,49349
2018-11-21 22:00:00-05:00,1.13852,1.14338,1.1381,1.14013,41194
2018-11-22 22:00:00-05:00,1.14013,1.14212,1.13276,1.13359,43358
2018-11-25 22:00:00-05:00,1.13359,1.13834,1.1325,1.13276,44249
2018-11-26 22:00:00-05:00,1.13276,1.1344,1.12774,1.12933,54367
2018-11-27 22:00:00-05:00,1.12933,1.1388,1.12674,1.13667,62236
2018-11-28 22:00:00-05:00,1.13667,1.14018,1.13492,1.1393,51516
2018-11-29 22:00:00-05:00,1.1393,1.14006,1.13054,1.13159,46504
2018-12-02 22:00:00-05:00,1.13159,1.13796,1.13159,1.13544,48806
2018-12-03 22:00:00-05:00,1.13544,1.14187,1.13186,1.13433,60446
2018-12-04 22:00:00-05:00,1.13433,1.13614,1.1311,1.13444,37483
2018-12-05 22:00:00-05:00,1.13444,1.14125,1.13212,1.13768,74113
2018-12-06 22:00:00-05:00,1.13768,1.14239,1.13603,1.13795,65511
2018-12-09 22:00:00-05:00,1.13795,1.14428,1.13506,1.13552,68420
2018-12-10 22:00:00-05:00,1.13552,1.14007,1.13062,1.1318,56356
2018-12-11 22:00:00-05:00,1.1318,1.13876,1.13148,1.13687,62390
2018-12-12 22:00:00-05:00,1.13687,1.13935,1.13312,1.13576,58567
2018-12-13 22:00:00-05:00,1.13576,1.1367,1.12701,1.13052,52626
2018-12-16 22:00:00-05:00,1.13052,1.13579,1.12998,1.13476,23879
2018-12-17 22:00:00-05:00,1.13476,1.14024,1.1337,1.1363,26001
2018-12-18 22:00:00-05:00,1.1363,1.14392,1.13618,1.13772,41716
2018-12-19 22:00:00-05:00,1.13772,1.14856,1.13696,1.14456,41035
2018-12-20 22:00:00-05:00,1.14456,1.14742,1.13561,1.13718,35475
2018-12-23 22:00:00-05:00,1.13718,1.14386,1.13614,1.14067,37197
2018-12-25 22:00:00-05:00,1.14067,1.14202,1.13432,1.13522,27378
2018-12-26 22:00:00-05:00,1.13522,1.14542,1.13522,1.14306,40601
2018-12-27 22:00:00-05:00,1.14306,1.14728,1.14274,1.14448,32071
2018-12-30 22:00:00-05:00,1.14448,1.14682,1.14216,1.14649,25151
2019-01-01 22:00:00-05:00,1.14649,1.1497,1.1325,1.13447,35508
2019-01-02 22:00:00-05:00,1.13447,1.14112,1.13091,1.13942,54135
2019-01-03 22:00:00-05:00,1.13942,1.1419,1.13458,1.13951,41022
2019-01-06 22:00:00-05:00,1.13951,1.14827,1.13951,1.14748,25648
2019-01-07 22:00:00-05:00,1.14748,1.14848,1.14219,1.14417,25474
2019-01-08 22:00:00-05:00,1.14417,1.15584,1.14364,1.15426,39158
2019-01-09 22:00:00-05:00,1.15426,1.15702,1.14846,1.15002,32717
2019-01-10 22:00:00-05:00,1.15002,1.15406,1.14582,1.14687,31499
2019-01-13 22:00:00-05:00,1.14687,1.1482,1.14508,1.14684,25568
2019-01-14 22:00:00-05:00,1.14684,1.14898,1.13822,1.1413,37543
2019-01-15 22:00:00-05:00,1.1413,1.14248,1.13779,1.13914,25310
2019-01-16 22:00:00-05:00,1.13914,1.1406,1.13702,1.13892,25488
2019-01-17 22:00:00-05:00,1.13892,1.14104,1.13532,1.1362,22898
2019-01-20 22:00:00-05:00,1.1362,1.13914,1.13569,1.13658,17356
2019-01-21 22:00:00-05:00,1.13658,1.13738,1.1336,1.13596,20469
2019-01-22 22:00:00-05:00,1.13596,1.13946,1.13508,1.13807,20044
2019-01-23 22:00:00-05:00,1.13807,1.13915,1.12894,1.1305,39217
2019-01-24 22:00:00-05:00,1.1305,1.14176,1.13004,1.14057,31133
2019-01-27 22:00:00-05:00,1.14057,1.14439,1.13904,1.14262,20895
2019-01-28 22:00:00-05:00,1.14262,1.14502,1.14113,1.14328,26093
2019-01-29 22:00:00-05:00,1.14328,1.15018,1.14063,1.148,29910
2019-01-30 22:00:00-05:00,1.148,1.15144,1.1436,1.14474,23932
2019-01-31 22:00:00-05:00,1.14474,1.14884,1.14345,1.14562,20845
2019-02-03 22:00:00-05:00,1.14562,1.14603,1.14244,1.14376,14438
2019-02-04 22:00:00-05:00,1.14376,1.14404,1.14011,1.14042,14734
2019-02-05 22:00:00-05:00,1.14042,1.14096,1.13608,1.13618,14020
2019-02-06 22:00:00-05:00,1.13618,1.13689,1.13247,1.13394,14822
2019-02-07 22:00:00-05:00,1.13394,1.13509,1.13212,1.13224,12190
2019-02-10 22:00:00-05:00,1.13224,1.133,1.12674,1.12756,13044
2019-02-11 22:00:00-05:00,1.12756,1.13397,1.12578,1.1326,12874
2019-02-12 22:00:00-05:00,1.1326,1.13415,1.12602,1.12607,15439
2019-02-13 22:00:00-05:00,1.12607,1.13097,1.12493,1.12954,21092
2019-02-14 22:00:00-05:00,1.12954,1.13061,1.12343,1.12946,17353
2019-02-17 22:00:00-05:00,1.12946,1.13338,1.12896,1.13106,9514
2019-02-18 22:00:00-05:00,1.13106,1.13576,1.12756,1.13406,17461
2019-02-19 22:00:00-05:00,1.13406,1.13712,1.1325,1.1337,18772
2019-02-20 22:00:00-05:00,1.1337,1.13664,1.13204,1.13343,21729
2019-02-21 22:00:00-05:00,1.13343,1.13556,1.13162,1.13342,14898
2019-02-24 22:00:00-05:00,1.13342,1.13675,1.13286,1.13574,13830
2019-02-25 22:00:00-05:00,1.13574,1.14028,1.13453,1.13892,17286
2019-02-26 22:00:00-05:00,1.13892,1.14036,1.13624,1.13695,16900
2019-02-27 22:00:00-05:00,1.13695,1.14197,1.13596,1.13706,20344
2019-02-28 22:00:00-05:00,1.13706,1.14086,1.13532,1.13648,17278
2019-03-03 22:00:00-05:00,1.13648,1.13831,1.13092,1.13398,13541
2019-03-04 22:00:00-05:00,1.13398,1.13412,1.12896,1.13078,15716
2019-03-05 22:00:00-05:00,1.13078,1.13246,1.12854,1.13066,14393
2019-03-06 22:00:00-05:00,1.13066,1.13202,1.11764,1.1194,25478
2019-03-07 22:00:00-05:00,1.1194,1.12461,1.11854,1.12347,19054
2019-03-10 21:00:00-05:00,1.12347,1.12586,1.12218,1.1245,13375
2019-03-11 21:00:00-05:00,1.1245,1.1305,1.1245,1.12874,20105
2019-03-12 21:00:00-05:00,1.12874,1.13387,1.12776,1.13278,14718
2019-03-13 21:00:00-05:00,1.13278,1.13376,1.12942,1.13044,16036
2019-03-14 21:00:00-05:00,1.13044,1.13444,1.12998,1.1325,12998
2019-03-17 21:00:00-05:00,1.1325,1.13588,1.13194,1.13394,10656
2019-03-18 21:00:00-05:00,1.13394,1.13616,1.13338,1.13507,10636
2019-03-19 21:00:00-05:00,1.13507,1.14482,1.13358,1.14128,19452
2019-03-20 21:00:00-05:00,1.14128,1.14376,1.13428,1.13754,19644
2019-03-21 21:00:00-05:00,1.13754,1.13906,1.12736,1.13014,25251
2019-03-24 21:00:00-05:00,1.13014,1.13314,1.12892,1.13128,15789
2019-03-25 21:00:00-05:00,1.13128,1.13259,1.12634,1.12656,16060
2019-03-26 21:00:00-05:00,1.12656,1.12856,1.12423,1.1244,21214
2019-03-27 21:00:00-05:00,1.1244,1.12612,1.12137,1.1224,20207
2019-03-28 21:00:00-05:00,1.1224,1.12466,1.121,1.12178,19942
2019-03-31 21:00:00-05:00,1.12178,1.12498,1.12041,1.12128,16328
2019-04-01 21:00:00-05:00,1.12128,1.12161,1.11839,1.12044,13928
2019-04-02 21:00:00-05:00,1.12044,1.12546,1.1201,1.1233,13767
2019-04-03 21:00:00-05:00,1.1233,1.12478,1.12061,1.12206,11388
2019-04-04 21:00:00-05:00,1.12206,1.12464,1.12103,1.12162,11740
2019-04-07 21:00:00-05:00,1.12162,1.12746,1.12144,1.12611,9177
2019-04-08 21:00:00-05:00,1.12611,1.12842,1.12553,1.12627,11146
2019-04-09 21:00:00-05:00,1.12627,1.12876,1.12298,1.12737,15079
2019-04-10 21:00:00-05:00,1.12737,1.12874,1.125,1.12541,10608
2019-04-11 21:00:00-05:00,1.12541,1.13239,1.12536,1.12988,12464
2019-04-14 21:00:00-05:00,1.12988,1.1321,1.12976,1.13044,9631
2019-04-15 21:00:00-05:00,1.13044,1.1314,1.12796,1.12808,14524
2019-04-16 21:00:00-05:00,1.12808,1.13237,1.12788,1.1298,12141
2019-04-17 21:00:00-05:00,1.1298,1.13042,1.12263,1.12306,16438
2019-04-18 21:00:00-05:00,1.12306,1.12477,1.1229,1.12452,3379
2019-04-21 21:00:00-05:00,1.12452,1.1262,1.1236,1.12572,4239
2019-04-22 21:00:00-05:00,1.12572,1.12612,1.11924,1.12272,11482
2019-04-23 21:00:00-05:00,1.12272,1.12272,1.11406,1.11538,18309
2019-04-24 21:00:00-05:00,1.11538,1.11625,1.11184,1.1132,15505
2019-04-25 21:00:00-05:00,1.1132,1.11739,1.11115,1.11472,17895
2019-04-28 21:00:00-05:00,1.11472,1.11868,1.11452,1.11852,9923
2019-04-29 21:00:00-05:00,1.11852,1.12292,1.1176,1.12151,15722
2019-04-30 21:00:00-05:00,1.12151,1.12649,1.11873,1.11949,19826
2019-05-01 21:00:00-05:00,1.11949,1.12191,1.1171,1.11726,14734
2019-05-02 21:00:00-05:00,1.11726,1.12048,1.11354,1.12013,18001
2019-05-05 21:00:00-05:00,1.12013,1.12093,1.11708,1.11994,14192
2019-05-06 21:00:00-05:00,1.11994,1.1218,1.11666,1.11917,16102
