,time,volume,mid_o,mid_h,mid_l,mid_c,bid_o,bid_h,bid_l,bid_c,ask_o,ask_h,ask_l,ask_c
958,2021-09-09 21:00:00-05:00,67414,1.18238,1.18512,1.18095,1.18107,1.1823,1.18506,1.18087,1.18098,1.18245,1.18519,1.18103,1.18116
959,2021-09-12 21:00:00-05:00,64456,1.18107,1.18171,1.17701,1.18103,1.18098,1.18164,1.17694,1.18096,1.18116,1.18206,1.17708,1.1811
960,2021-09-13 21:00:00-05:00,76763,1.18103,1.18459,1.18002,1.1804,1.18096,1.18453,1.17994,1.18033,1.1811,1.18465,1.18008,1.18047
961,2021-09-14 21:00:00-05:00,72649,1.1804,1.1832,1.17993,1.18158,1.18033,1.18313,1.17986,1.1815,1.18047,1.18327,1.17999,1.18165
962,2021-09-15 21:00:00-05:00,77544,1.18158,1.18208,1.17505,1.17688,1.1815,1.18201,1.17498,1.17681,1.18165,1.18215,1.17512,1.17695
963,2021-09-16 21:00:00-05:00,72387,1.17688,1.1789,1.17243,1.17243,1.17681,1.17883,1.17223,1.17233,1.17695,1.17897,1.17252,1.17253
964,2021-09-19 21:00:00-05:00,68425,1.17243,1.17365,1.17002,1.17267,1.17233,1.17359,1.16996,1.1726,1.17253,1.17372,1.17008,1.17274
965,2021-09-20 21:00:00-05:00,74282,1.17267,1.17487,1.17148,1.17255,1.1726,1.1748,1.17142,1.17246,1.17274,1.17494,1.17154,1.17264
966,2021-09-21 21:00:00-05:00,105085,1.17255,1.17556,1.16844,1.1688,1.17246,1.17548,1.16836,1.16873,1.17264,1.17565,1.16851,1.16887
967,2021-09-22 21:00:00-05:00,83418,1.1688,1.17503,1.16834,1.17388,1.16873,1.17496,1.16827,1.17381,1.16887,1.1751,1.16841,1.17395
968,2021-09-23 21:00:00-05:00,60800,1.17388,1.17478,1.17008,1.17206,1.17381,1.1747,1.17,1.17196,1.17395,1.17485,1.17015,1.17217
969,2021-09-26 21:00:00-05:00,83802,1.17206,1.17281,1.16846,1.16953,1.17196,1.17248,1.16839,1.16944,1.17217,1.17315,1.16852,1.16962
970,2021-09-27 21:00:00-05:00,92804,1.16953,1.17033,1.16682,1.16834,1.16944,1.17026,1.16674,1.16826,1.16962,1.1704,1.1669,1.16842
971,2021-09-28 21:00:00-05:00,89055,1.16834,1.16903,1.15894,1.15971,1.16826,1.16896,1.15886,1.15962,1.16842,1.1691,1.15901,1.1598
972,2021-09-29 21:00:00-05:00,99241,1.15971,1.16098,1.15626,1.15776,1.15962,1.16091,1.15619,1.15762,1.1598,1.16106,1.15632,1.15789
973,2021-09-30 21:00:00-05:00,89519,1.15776,1.16074,1.1563,1.1593,1.15762,1.16068,1.15623,1.15918,1.15789,1.16081,1.15637,1.15942
974,2021-10-03 21:00:00-05:00,83508,1.1593,1.16402,1.15877,1.16204,1.15918,1.16396,1.1587,1.16174,1.15942,1.16408,1.15884,1.16233
975,2021-10-04 21:00:00-05:00,78186,1.16204,1.16221,1.15807,1.15978,1.16174,1.16213,1.158,1.15963,1.16233,1.16251,1.15814,1.15994
976,2021-10-05 21:00:00-05:00,94569,1.15978,1.16063,1.15291,1.15567,1.15963,1.16013,1.15284,1.15548,1.15994,1.16113,1.15298,1.15586
977,2021-10-06 21:00:00-05:00,73718,1.15567,1.15724,1.15474,1.15536,1.15548,1.15717,1.15467,1.15528,1.15586,1.1573,1.15481,1.15545
978,2021-10-07 21:00:00-05:00,84777,1.15536,1.15862,1.15414,1.15744,1.15528,1.15855,1.15407,1.15704,1.15545,1.1587,1.15421,1.15784
979,2021-10-10 21:00:00-05:00,56713,1.15744,1.15869,1.15491,1.15532,1.15704,1.15862,1.15484,1.15523,1.15784,1.15876,1.15498,1.1554
980,2021-10-11 21:00:00-05:00,72813,1.15532,1.15702,1.15244,1.15302,1.15523,1.15696,1.15236,1.15293,1.1554,1.1571,1.15252,1.1531
981,2021-10-12 21:00:00-05:00,89177,1.15302,1.15974,1.15285,1.15958,1.15293,1.15968,1.15246,1.1595,1.1531,1.15981,1.15302,1.15967
982,2021-10-13 21:00:00-05:00,62040,1.15958,1.16244,1.1584,1.15971,1.1595,1.16238,1.15833,1.15964,1.15967,1.16251,1.15846,1.15978
983,2021-10-14 21:00:00-05:00,75852,1.15971,1.16188,1.15882,1.1599,1.15964,1.16182,1.15874,1.15979,1.15978,1.16197,1.15889,1.16
984,2021-10-17 21:00:00-05:00,80282,1.1599,1.16226,1.15718,1.16112,1.15979,1.16219,1.15711,1.16104,1.16,1.16232,1.15725,1.1612
985,2021-10-18 21:00:00-05:00,71722,1.16112,1.16695,1.16086,1.1633,1.16104,1.16687,1.16067,1.16321,1.1612,1.16703,1.16093,1.16339
986,2021-10-19 21:00:00-05:00,75103,1.1633,1.16586,1.1617,1.1651,1.16321,1.1658,1.16162,1.165,1.16339,1.16594,1.16176,1.16521
987,2021-10-20 21:00:00-05:00,77336,1.1651,1.16676,1.16196,1.16249,1.165,1.16667,1.16189,1.1624,1.16521,1.16684,1.16203,1.16258
988,2021-10-21 21:00:00-05:00,74283,1.16249,1.16558,1.16214,1.16459,1.1624,1.16551,1.16185,1.16434,1.16258,1.16565,1.16221,1.16484
989,2021-10-24 21:00:00-05:00,69608,1.16459,1.16654,1.15906,1.16106,1.16434,1.16647,1.159,1.16096,1.16484,1.16661,1.15913,1.16115
990,2021-10-25 21:00:00-05:00,66896,1.16106,1.16258,1.15849,1.15964,1.16096,1.16251,1.15842,1.15955,1.16115,1.16264,1.15855,1.15973
991,2021-10-26 21:00:00-05:00,89240,1.15964,1.16262,1.15848,1.16033,1.15955,1.16254,1.15841,1.16023,1.15973,1.16269,1.15855,1.16043
992,2021-10-27 21:00:00-05:00,106125,1.16033,1.16923,1.15823,1.1683,1.16023,1.16916,1.15815,1.16821,1.16043,1.1693,1.1583,1.1684
993,2021-10-28 21:00:00-05:00,98677,1.1683,1.16902,1.15352,1.15619,1.16821,1.16894,1.15346,1.15606,1.1684,1.1691,1.15358,1.15632
994,2021-10-31 21:00:00-05:00,70837,1.15619,1.1609,1.15461,1.16062,1.15606,1.16083,1.15454,1.16054,1.15632,1.161,1.15468,1.16071
995,2021-11-01 21:00:00-05:00,63708,1.16062,1.16136,1.15752,1.15799,1.16054,1.1613,1.15745,1.1579,1.16071,1.16143,1.15759,1.15808
996,2021-11-02 21:00:00-05:00,92169,1.15799,1.16164,1.15624,1.16117,1.1579,1.16155,1.15618,1.16107,1.15808,1.16173,1.15631,1.16127
997,2021-11-03 21:00:00-05:00,83757,1.16117,1.16166,1.15282,1.15544,1.16107,1.16158,1.15275,1.15531,1.16127,1.16194,1.15289,1.15557
998,2021-11-04 21:00:00-05:00,90285,1.15544,1.15736,1.15133,1.15681,1.15531,1.15725,1.15125,1.15669,1.15557,1.1575,1.15141,1.15693
999,2021-11-07 22:00:00-05:00,64327,1.15681,1.1595,1.15505,1.15872,1.15669,1.15944,1.15497,1.15863,1.15693,1.15957,1.15513,1.15882
1000,2021-11-08 22:00:00-05:00,79637,1.15872,1.16089,1.15698,1.15944,1.15863,1.16082,1.15691,1.15936,1.15882,1.16096,1.15705,1.15953
1001,2021-11-09 22:00:00-05:00,108882,1.15944,1.15956,1.14762,1.14778,1.15936,1.15945,1.14754,1.1477,1.15953,1.15993,1.14769,1.14787
1002,2021-11-10 22:00:00-05:00,56698,1.14778,1.14876,1.1443,1.14493,1.1477,1.14869,1.14424,1.14484,1.14787,1.14912,1.14437,1.14502
1003,2021-11-11 22:00:00-05:00,68901,1.14493,1.14623,1.1433,1.14433,1.14484,1.14615,1.14323,1.14422,1.14502,1.14631,1.14337,1.14444
1004,2021-11-14 22:00:00-05:00,75797,1.14433,1.1464,1.13564,1.13676,1.14422,1.14633,1.13556,1.13666,1.14444,1.14648,1.1357,1.13686
1005,2021-11-15 22:00:00-05:00,86523,1.13676,1.13858,1.13089,1.13204,1.13666,1.13852,1.1308,1.13195,1.13686,1.13867,1.13098,1.13214
1006,2021-11-16 22:00:00-05:00,84721,1.13204,1.13322,1.12637,1.13189,1.13195,1.13315,1.12627,1.1318,1.13214,1.1333,1.12647,1.13198
1007,2021-11-17 22:00:00-05:00,72021,1.13189,1.13742,1.13138,1.1373,1.1318,1.13735,1.13132,1.13721,1.13198,1.13749,1.13145,1.13738
1008,2021-11-18 22:00:00-05:00,104035,1.1373,1.13734,1.12498,1.12819,1.13721,1.13721,1.12488,1.12808,1.13738,1.13759,1.12508,1.1283
1009,2021-11-21 22:00:00-05:00,99650,1.12819,1.12905,1.12308,1.12344,1.12808,1.12898,1.12283,1.12328,1.1283,1.12912,1.12314,1.12361
1010,2021-11-22 22:00:00-05:00,98043,1.12344,1.12751,1.1226,1.12492,1.12328,1.12744,1.12252,1.12483,1.12361,1.12758,1.12268,1.12501
1011,2021-11-23 22:00:00-05:00,97936,1.12492,1.12554,1.11862,1.12008,1.12483,1.12547,1.11853,1.11997,1.12501,1.12586,1.11868,1.1202
1012,2021-11-24 22:00:00-05:00,35058,1.12008,1.12298,1.11988,1.12092,1.11997,1.12291,1.11943,1.12054,1.1202,1.12304,1.12013,1.1213
1013,2021-11-25 22:00:00-05:00,130949,1.12092,1.13343,1.12062,1.13102,1.12054,1.13293,1.12027,1.13052,1.1213,1.13393,1.12078,1.13152
1014,2021-11-28 22:00:00-05:00,104402,1.13102,1.13163,1.12584,1.12925,1.13052,1.13113,1.12577,1.12915,1.13152,1.13213,1.1259,1.12935
1015,2021-11-29 22:00:00-05:00,120148,1.12925,1.1383,1.1235,1.13392,1.12915,1.13823,1.12335,1.13383,1.12935,1.13836,1.12361,1.13401
1016,2021-11-30 22:00:00-05:00,85936,1.13392,1.13598,1.13026,1.132,1.13383,1.13592,1.13018,1.1319,1.13401,1.13606,1.13034,1.13211
1017,2021-12-01 22:00:00-05:00,66364,1.132,1.13478,1.12953,1.1301,1.1319,1.1347,1.12946,1.13001,1.13211,1.13485,1.1296,1.13019
1018,2021-12-02 22:00:00-05:00,82876,1.1301,1.13338,1.12666,1.13109,1.13001,1.13329,1.12659,1.13059,1.13019,1.13347,1.12674,1.13159
1019,2021-12-05 22:00:00-05:00,56070,1.13109,1.13133,1.12664,1.12857,1.13059,1.13104,1.12658,1.12848,1.13159,1.13183,1.12671,1.12866
1020,2021-12-06 22:00:00-05:00,66463,1.12857,1.12984,1.12274,1.12686,1.12848,1.12977,1.12266,1.12678,1.12866,1.12992,1.12283,1.12695
1021,2021-12-07 22:00:00-05:00,76304,1.12686,1.13548,1.12666,1.13433,1.12678,1.13543,1.12617,1.13424,1.12695,1.13555,1.12674,1.13442
1022,2021-12-08 22:00:00-05:00,60257,1.13433,1.13462,1.12784,1.12933,1.13424,1.13447,1.12777,1.12923,1.13442,1.13491,1.12791,1.12943
1023,2021-12-09 22:00:00-05:00,61479,1.12933,1.1324,1.12651,1.13178,1.12923,1.13233,1.12644,1.13166,1.12943,1.13248,1.12658,1.13189
1024,2021-12-12 22:00:00-05:00,55965,1.13178,1.13194,1.12602,1.12862,1.13166,1.13186,1.12595,1.12854,1.13189,1.13214,1.12609,1.12871
1025,2021-12-13 22:00:00-05:00,55054,1.12862,1.13238,1.12537,1.12574,1.12854,1.13232,1.1253,1.12564,1.12871,1.13245,1.12544,1.12583
1026,2021-12-14 22:00:00-05:00,81687,1.12574,1.12992,1.12218,1.12948,1.12564,1.12984,1.12208,1.12939,1.12583,1.12999,1.12226,1.12957
1027,2021-12-15 22:00:00-05:00,76972,1.12948,1.13604,1.12812,1.13306,1.12939,1.13596,1.12805,1.13297,1.12957,1.13611,1.12819,1.13314
1028,2021-12-16 22:00:00-05:00,61481,1.13306,1.1349,1.1235,1.1236,1.13297,1.13483,1.12338,1.12349,1.13314,1.13497,1.12361,1.12371
1029,2021-12-19 22:00:00-05:00,63918,1.1236,1.1304,1.12347,1.12766,1.12349,1.13034,1.1233,1.12757,1.12371,1.13047,1.12355,1.12775
1030,2021-12-20 22:00:00-05:00,54860,1.12766,1.13026,1.12608,1.12841,1.12757,1.13019,1.12602,1.12832,1.12775,1.13033,1.12615,1.1285
1031,2021-12-21 22:00:00-05:00,52085,1.12841,1.13425,1.12644,1.13276,1.12832,1.13418,1.12637,1.13266,1.1285,1.13432,1.12651,1.13285
1032,2021-12-22 22:00:00-05:00,50018,1.13276,1.13424,1.12902,1.13275,1.13266,1.13417,1.12895,1.13264,1.13285,1.13431,1.12909,1.13286
1033,2021-12-23 22:00:00-05:00,21521,1.13275,1.13436,1.13037,1.13105,1.13264,1.13429,1.13012,1.13055,1.13286,1.13444,1.13062,1.13155
1034,2021-12-26 22:00:00-05:00,28776,1.13105,1.13346,1.1303,1.13274,1.13055,1.13339,1.13022,1.13263,1.13155,1.13353,1.13037,1.13284
1035,2021-12-27 22:00:00-05:00,33197,1.13274,1.13335,1.12896,1.13084,1.13263,1.13328,1.12888,1.13075,1.13284,1.13342,1.12904,1.13092
1036,2021-12-28 22:00:00-05:00,51721,1.13084,1.1369,1.12738,1.13472,1.13075,1.13684,1.1273,1.13464,1.13092,1.13697,1.12745,1.1348
1037,2021-12-29 22:00:00-05:00,47424,1.13472,1.136,1.12986,1.13258,1.13464,1.13592,1.12979,1.13249,1.1348,1.13607,1.12992,1.13267
1038,2021-12-30 22:00:00-05:00,39738,1.13258,1.13864,1.13034,1.1373,1.13249,1.13857,1.13026,1.1368,1.13267,1.13871,1.13041,1.1378
1039,2022-01-02 22:00:00-05:00,53951,1.1373,1.13795,1.12798,1.12974,1.1368,1.13779,1.1279,1.12966,1.1378,1.13834,1.12805,1.12983
1040,2022-01-03 22:00:00-05:00,62874,1.12974,1.13226,1.12724,1.12864,1.12966,1.13219,1.12717,1.12855,1.12983,1.13234,1.12732,1.12872
1041,2022-01-04 22:00:00-05:00,66217,1.12864,1.13465,1.12772,1.13129,1.12855,1.13458,1.12764,1.13121,1.12872,1.13472,1.12778,1.13137
1042,2022-01-05 22:00:00-05:00,67886,1.13129,1.13318,1.12846,1.12984,1.13121,1.13311,1.12839,1.12976,1.13137,1.13325,1.12854,1.12993
1043,2022-01-06 22:00:00-05:00,60371,1.12984,1.13648,1.129,1.13616,1.12976,1.13642,1.12893,1.13603,1.12993,1.13656,1.12908,1.13628
1044,2022-01-09 22:00:00-05:00,67355,1.13616,1.13616,1.1285,1.1328,1.13603,1.13603,1.12844,1.13271,1.13628,1.13659,1.12857,1.13288
1045,2022-01-10 22:00:00-05:00,56484,1.1328,1.13755,1.1313,1.13693,1.13271,1.13748,1.13124,1.13684,1.13288,1.13762,1.13137,1.13702
1046,2022-01-11 22:00:00-05:00,65485,1.13693,1.14528,1.13548,1.14409,1.13684,1.14521,1.1354,1.144,1.13702,1.14535,1.13555,1.14418
1047,2022-01-12 22:00:00-05:00,64389,1.14409,1.14818,1.14358,1.14541,1.144,1.14811,1.1435,1.14532,1.14418,1.14825,1.14366,1.1455
1048,2022-01-13 22:00:00-05:00,72034,1.14541,1.14827,1.13985,1.14154,1.14532,1.1482,1.13977,1.14144,1.1455,1.14834,1.13992,1.14165
1049,2022-01-16 22:00:00-05:00,38901,1.14154,1.14344,1.13918,1.14064,1.14144,1.14337,1.13911,1.14053,1.14165,1.14352,1.13925,1.14075
1050,2022-01-17 22:00:00-05:00,80534,1.14064,1.14216,1.13147,1.13277,1.14053,1.14207,1.1314,1.13269,1.14075,1.14224,1.13154,1.13285
1051,2022-01-18 22:00:00-05:00,63943,1.13277,1.13572,1.13188,1.13422,1.13269,1.13564,1.13181,1.13412,1.13285,1.13579,1.13196,1.13432
1052,2022-01-19 22:00:00-05:00,64189,1.13422,1.1369,1.13032,1.131,1.13412,1.13682,1.13026,1.13089,1.13432,1.13697,1.13039,1.1311
1053,2022-01-20 22:00:00-05:00,62656,1.131,1.13599,1.1301,1.13444,1.13089,1.13592,1.13002,1.13431,1.1311,1.13606,1.13017,1.13456
1054,2022-01-23 22:00:00-05:00,77433,1.13444,1.13466,1.12904,1.13242,1.13431,1.13443,1.12897,1.13234,1.13456,1.13513,1.12912,1.13251
1055,2022-01-24 22:00:00-05:00,66181,1.13242,1.13292,1.12632,1.13016,1.13234,1.13276,1.12625,1.13006,1.13251,1.13317,1.12639,1.13025
1056,2022-01-25 22:00:00-05:00,77647,1.13016,1.13108,1.12353,1.1241,1.13006,1.13101,1.12345,1.12401,1.13025,1.13116,1.1236,1.1242
1057,2022-01-26 22:00:00-05:00,83147,1.1241,1.12434,1.11316,1.11441,1.12401,1.12426,1.11308,1.11433,1.1242,1.12458,1.11323,1.11449
1058,2022-01-27 22:00:00-05:00,84354,1.11441,1.11738,1.11214,1.11492,1.11433,1.11731,1.11208,1.1148,1.11449,1.11744,1.11221,1.11503
1059,2022-01-30 22:00:00-05:00,76946,1.11492,1.12478,1.11382,1.1233,1.1148,1.1247,1.11372,1.1232,1.11503,1.12486,1.11392,1.12339
1060,2022-01-31 22:00:00-05:00,65545,1.1233,1.12789,1.1221,1.12736,1.1232,1.12782,1.12203,1.12726,1.12339,1.12796,1.12218,1.12747
1061,2022-02-01 22:00:00-05:00,55888,1.12736,1.13304,1.12668,1.13055,1.12726,1.13295,1.12661,1.13046,1.12747,1.13329,1.12675,1.13064
1062,2022-02-02 22:00:00-05:00,101687,1.13055,1.14514,1.12672,1.14392,1.13046,1.14507,1.1266,1.14383,1.13064,1.14522,1.12681,1.14402
1063,2022-02-03 22:00:00-05:00,93059,1.14392,1.14839,1.14116,1.14516,1.14383,1.14832,1.1411,1.14506,1.14402,1.14846,1.14123,1.14527
1064,2022-02-06 22:00:00-05:00,67696,1.14516,1.14639,1.14153,1.14416,1.14506,1.1461,1.14146,1.14407,1.14527,1.14689,1.1416,1.14426
1065,2022-02-07 22:00:00-05:00,58939,1.14416,1.14488,1.13962,1.1417,1.14407,1.14481,1.13955,1.14159,1.14426,1.14496,1.13969,1.1418
1066,2022-02-08 22:00:00-05:00,49379,1.1417,1.14478,1.14026,1.14233,1.14159,1.14471,1.14019,1.14224,1.1418,1.14486,1.14034,1.14242
1067,2022-02-09 22:00:00-05:00,98431,1.14233,1.1495,1.13749,1.1428,1.14224,1.14943,1.13742,1.14271,1.14242,1.14958,1.13756,1.14288
1068,2022-02-10 22:00:00-05:00,112263,1.1428,1.14315,1.13298,1.13472,1.14271,1.14289,1.1329,1.13454,1.14288,1.1435,1.13306,1.13489
1069,2022-02-13 22:00:00-05:00,207542,1.13472,1.13692,1.12801,1.13064,1.13454,1.13684,1.12791,1.13055,1.13489,1.137,1.12811,1.13073
1070,2022-02-14 22:00:00-05:00,148025,1.13064,1.13684,1.13011,1.13586,1.13055,1.13677,1.12961,1.13574,1.13073,1.1369,1.13039,1.13598
1071,2022-02-15 22:00:00-05:00,135186,1.13586,1.1396,1.1345,1.13736,1.13574,1.13951,1.13442,1.13726,1.13598,1.13968,1.13457,1.13746
1072,2022-02-16 22:00:00-05:00,190160,1.13736,1.13863,1.13232,1.13622,1.13726,1.13856,1.13224,1.13613,1.13746,1.13871,1.13239,1.13631
1073,2022-02-17 22:00:00-05:00,139723,1.13622,1.13772,1.1314,1.13237,1.13613,1.13764,1.13133,1.132,1.13631,1.1378,1.13148,1.13274
1074,2022-02-20 22:00:00-05:00,104958,1.13237,1.13909,1.13066,1.131,1.132,1.13898,1.13056,1.1309,1.13274,1.13922,1.13075,1.13109
1075,2022-02-21 22:00:00-05:00,179594,1.131,1.1367,1.1288,1.13264,1.1309,1.13662,1.12871,1.13254,1.13109,1.13679,1.12889,1.13274
1076,2022-02-22 22:00:00-05:00,125757,1.13264,1.13592,1.13012,1.13046,1.13254,1.13584,1.13006,1.13038,1.13274,1.136,1.13019,1.13055
1077,2022-02-23 22:00:00-05:00,386009,1.13046,1.13111,1.11064,1.11938,1.13038,1.1308,1.11056,1.11928,1.13055,1.13161,1.11072,1.11947
1078,2022-02-24 22:00:00-05:00,231516,1.11938,1.12744,1.1166,1.12712,1.11928,1.12735,1.11651,1.127,1.11947,1.12762,1.11669,1.12723
1079,2022-02-27 22:00:00-05:00,288216,1.12712,1.12712,1.11422,1.12194,1.127,1.127,1.11414,1.12185,1.12723,1.12723,1.1143,1.12203
1080,2022-02-28 22:00:00-05:00,238815,1.12194,1.12332,1.10897,1.11231,1.12185,1.12324,1.1089,1.11222,1.12203,1.1234,1.10904,1.1124
1081,2022-03-01 22:00:00-05:00,272353,1.11231,1.11441,1.10575,1.1123,1.11222,1.11429,1.10567,1.11222,1.1124,1.11453,1.10582,1.11239
1082,2022-03-02 22:00:00-05:00,193718,1.1123,1.1123,1.10335,1.10656,1.11222,1.11222,1.10326,1.10648,1.11239,1.11258,1.10343,1.10665
1083,2022-03-03 22:00:00-05:00,262980,1.10656,1.10681,1.08858,1.09376,1.10648,1.10673,1.08849,1.09334,1.10665,1.10704,1.08867,1.09418
1084,2022-03-06 22:00:00-05:00,351350,1.09376,1.09376,1.0806,1.08546,1.09334,1.09334,1.08051,1.08536,1.09418,1.09418,1.08068,1.08556
1085,2022-03-07 22:00:00-05:00,342990,1.08546,1.09584,1.08494,1.08949,1.08536,1.09575,1.08459,1.08935,1.08556,1.09592,1.08501,1.08963
1086,2022-03-08 22:00:00-05:00,247216,1.08949,1.10952,1.08901,1.10769,1.08935,1.10945,1.08892,1.10758,1.08963,1.10961,1.08909,1.1078
1087,2022-03-09 22:00:00-05:00,310280,1.10769,1.11216,1.09762,1.09884,1.10758,1.11207,1.09753,1.09874,1.1078,1.11224,1.0977,1.09895
1088,2022-03-10 22:00:00-05:00,241632,1.09884,1.10436,1.0902,1.0912,1.09874,1.10427,1.09012,1.09094,1.09895,1.10446,1.09028,1.09146
1089,2022-03-13 21:00:00-05:00,202367,1.0912,1.0994,1.09006,1.094,1.09094,1.09932,1.08995,1.09391,1.09146,1.09947,1.09016,1.09409
1090,2022-03-14 21:00:00-05:00,218636,1.094,1.10199,1.09261,1.09522,1.09391,1.10192,1.09253,1.09512,1.09409,1.10207,1.09269,1.09531
1091,2022-03-15 21:00:00-05:00,279641,1.09522,1.1047,1.09486,1.10354,1.09512,1.10461,1.09455,1.10343,1.09531,1.10478,1.09503,1.10364
1092,2022-03-16 21:00:00-05:00,184186,1.10354,1.11376,1.10078,1.10911,1.10343,1.11369,1.10066,1.10901,1.10364,1.11384,1.10087,1.10921
1093,2022-03-17 21:00:00-05:00,188016,1.10911,1.11186,1.1003,1.10512,1.10901,1.11178,1.10023,1.105,1.10921,1.11195,1.10038,1.10525
1094,2022-03-20 21:00:00-05:00,144994,1.10512,1.10704,1.10102,1.1017,1.105,1.10696,1.10093,1.1016,1.10525,1.10713,1.10109,1.10179
1095,2022-03-21 21:00:00-05:00,183097,1.1017,1.10459,1.0961,1.10298,1.1016,1.10452,1.09601,1.10288,1.10179,1.10467,1.09617,1.10308
1096,2022-03-22 21:00:00-05:00,155482,1.10298,1.10439,1.0964,1.10073,1.10288,1.1043,1.09632,1.10063,1.10308,1.10449,1.09647,1.10083
1097,2022-03-23 21:00:00-05:00,174754,1.10073,1.10138,1.09658,1.09981,1.10063,1.1013,1.09649,1.09973,1.10083,1.10151,1.09666,1.09989
1098,2022-03-24 21:00:00-05:00,175439,1.09981,1.1038,1.09809,1.09847,1.09973,1.10372,1.09801,1.0983,1.09989,1.10388,1.09817,1.09864
1099,2022-03-27 21:00:00-05:00,198648,1.09847,1.09996,1.09446,1.09858,1.0983,1.09989,1.09438,1.09849,1.09864,1.10003,1.09455,1.09867
1100,2022-03-28 21:00:00-05:00,271881,1.09858,1.11374,1.09688,1.10866,1.09849,1.11365,1.0968,1.10854,1.09867,1.11382,1.09696,1.10878
1101,2022-03-29 21:00:00-05:00,221741,1.10866,1.11712,1.10828,1.11588,1.10854,1.11704,1.10779,1.11581,1.10878,1.11722,1.10848,1.11595
1102,2022-03-30 21:00:00-05:00,225045,1.11588,1.11849,1.1061,1.10671,1.11581,1.11841,1.10601,1.10662,1.11595,1.11858,1.10617,1.1068
1103,2022-03-31 21:00:00-05:00,184628,1.10671,1.10764,1.1028,1.10494,1.10662,1.10755,1.10272,1.1048,1.1068,1.10773,1.10288,1.10508
1104,2022-04-03 21:00:00-05:00,143836,1.10494,1.10545,1.09606,1.09714,1.1048,1.10538,1.09599,1.09704,1.10508,1.10552,1.09613,1.09723
1105,2022-04-04 21:00:00-05:00,145973,1.09714,1.09886,1.09,1.09055,1.09704,1.09878,1.08992,1.09045,1.09723,1.09895,1.09006,1.09065
1106,2022-04-05 21:00:00-05:00,208595,1.09055,1.09381,1.08745,1.08964,1.09045,1.09373,1.08736,1.08956,1.09065,1.0939,1.08753,1.08973
1107,2022-04-06 21:00:00-05:00,172519,1.08964,1.09386,1.08646,1.08794,1.08956,1.09378,1.08638,1.08785,1.08973,1.09395,1.08655,1.08804
1108,2022-04-07 21:00:00-05:00,145104,1.08794,1.08918,1.08364,1.08762,1.08785,1.08911,1.08356,1.08739,1.08804,1.08926,1.08372,1.08786
1109,2022-04-10 21:00:00-05:00,152290,1.08762,1.09334,1.08727,1.08835,1.08739,1.09325,1.08719,1.08824,1.08786,1.09342,1.08735,1.08846
1110,2022-04-11 21:00:00-05:00,191032,1.08835,1.0904,1.08214,1.08268,1.08824,1.09031,1.08206,1.08257,1.08846,1.09048,1.08221,1.08278
1111,2022-04-12 21:00:00-05:00,158919,1.08268,1.08943,1.08089,1.0892,1.08257,1.08935,1.08082,1.08912,1.08278,1.08952,1.08096,1.08928
1112,2022-04-13 21:00:00-05:00,217840,1.0892,1.09236,1.07574,1.08282,1.08912,1.09227,1.07568,1.0827,1.08928,1.09244,1.07581,1.08293
1113,2022-04-14 21:00:00-05:00,97196,1.08282,1.08307,1.07968,1.08149,1.0827,1.08297,1.07943,1.08099,1.08293,1.08327,1.07985,1.08199
1114,2022-04-17 21:00:00-05:00,97663,1.08149,1.08218,1.07699,1.07816,1.08099,1.0821,1.07691,1.07805,1.08199,1.08229,1.07707,1.07828
1115,2022-04-18 21:00:00-05:00,149728,1.07816,1.08144,1.07612,1.07886,1.07805,1.08136,1.07603,1.07876,1.07828,1.08152,1.0762,1.07896
1116,2022-04-19 21:00:00-05:00,176886,1.07886,1.08672,1.0784,1.0855,1.07876,1.08663,1.07817,1.08541,1.07896,1.0868,1.07848,1.08559
1117,2022-04-20 21:00:00-05:00,187261,1.0855,1.09364,1.08237,1.08316,1.08541,1.09356,1.08229,1.08307,1.08559,1.09371,1.08245,1.08324
1118,2022-04-21 21:00:00-05:00,183053,1.08316,1.08516,1.07706,1.07974,1.08307,1.08509,1.07697,1.07939,1.08324,1.08526,1.07715,1.08008
1119,2022-04-24 21:00:00-05:00,237827,1.07974,1.08158,1.06968,1.07111,1.07939,1.0813,1.0696,1.07101,1.08008,1.08188,1.06976,1.07121
1120,2022-04-25 21:00:00-05:00,183770,1.07111,1.07387,1.06358,1.06368,1.07101,1.07379,1.06346,1.06359,1.07121,1.07395,1.06367,1.06378
1121,2022-04-26 21:00:00-05:00,218607,1.06368,1.06548,1.05146,1.05586,1.06359,1.06539,1.05137,1.05577,1.06378,1.06557,1.05154,1.05596
1122,2022-04-27 21:00:00-05:00,260891,1.05586,1.0565,1.04713,1.0499,1.05577,1.05642,1.04703,1.0498,1.05596,1.0568,1.04721,1.04999
1123,2022-04-28 21:00:00-05:00,211355,1.0499,1.0593,1.04914,1.05453,1.0498,1.05922,1.04904,1.05403,1.04999,1.05939,1.04922,1.05503
1124,2022-05-01 21:00:00-05:00,171425,1.05453,1.05685,1.04904,1.05076,1.05403,1.05675,1.04895,1.05066,1.05503,1.05696,1.04912,1.05086
1125,2022-05-02 21:00:00-05:00,173480,1.05076,1.05776,1.04922,1.05202,1.05066,1.05769,1.04914,1.05192,1.05086,1.05785,1.04929,1.05212
